word,count
window,41834
tree,34253
man,31370
shirt,25344
wall,22054
building,20702
person,20218
ground,18275
sky,17980
leg,17801
leaf,17066
sign,16933
hand,16710
head,16517
pole,14887
grass,14194
hair,13953
car,12942
ear,12150
eye,11586
woman,11576
cloud,10811
table,10797
shoe,10725
wheel,9869
door,9668
pant,9494
letter,9448
people,9341
flower,9002
water,8765
chair,8213
glass,8188
fence,7972
arm,7927
number,7648
nose,7625
floor,7359
rock,7290
jacket,7208
hat,7136
tail,6542
plate,6513
foot,6378
face,6370
bush,5864
short,5680
road,5557
bag,5548
sidewalk,5372
helmet,5007
tire,4977
snow,4815
boy,4810
logo,4587
roof,4515
umbrella,4513
bottle,4385
boat,4370
plant,4299
street,4259
branch,4219
post,4144
jean,4057
mouth,4022
cap,3951
bird,3931
banana,3924
girl,3881
box,3847
mirror,3758
bench,3739
field,3697
picture,3693
pillow,3663
book,3646
glove,3604
shelf,3552
dirt,3434
clock,3428
bowl,3392
neck,3324
trunk,3313
horse,3308
wing,3296
bus,3274
food,3271
train,3244
paper,3186
kite,3134
sock,3116
airplane,3105
elephant,3094
house,3039
lamp,3035
coat,3008
cabinet,2965
cup,2936
cow,2833
dog,2788
finger,2787
wire,2776
giraffe,2774
word,2766
flag,2758
mountain,2742
seat,2702
counter,2662
sheep,2653
street light,2630
ski,2585
zebra,2504
hill,2489
truck,2481
bike,2442
child,2439
ball,2418
racket,2415
skateboard,2367
ceiling,2362
player,2330
motorcycle,2270
surfboard,2232
towel,2220
container,2193
sand,2183
paw,2165
frame,2149
curtain,2144
windshield,2136
horn,2125
cat,2072
boot,2062
bed,2057
animal,2049
sink,2016
donut,2014
tie,1924
traffic light,1896
pizza,1895
stone,1886
sticker,1850
orange,1801
backpack,1798
apple,1775
basket,1771
collar,1766
drawer,1765
lid,1714
vase,1708
cord,1687
pot,1678
phone,1666
fork,1637
uniform,1632
vehicle,1631
laptop,1629
fruit,1627
lady,1624
tomato,1620
bear,1619
mane,1611
license plate,1609
cheese,1607
tag,1606
fur,1605
carrot,1599
beach,1577
tower,1575
vegetable,1569
wrist,1567
desk,1556
cone,1549
knife,1543
napkin,1542
toilet,1541
dress,1531
blanket,1512
faucet,1504
screen,1503
keyboard,1503
cell phone,1501
watch,1497
arrow,1491
bicycle,1481
sneaker,1470
broccoli,1445
guy,1445
ocean,1420
t-shirt,1409
pipe,1406
spot,1389
cake,1354
bread,1346
sweater,1327
stick,1319
room,1310
couch,1308
frisbee,1293
camera,1292
air,1281
step,1273
trash can,1268
paint,1263
rope,1256
tray,1232
tile,1223
belt,1220
bat,1207
television,1202
suit,1175
spoon,1169
bathroom,1156
pepper,1147
candle,1140
onion,1135
sauce,1115
ring,1112
meat,1101
brick,1100
van,1086
vest,1084
computer,1079
bridge,1079
goggles,1079
gravel,1073
platform,1073
label,1060
chain,1059
pavement,1052
beak,1041
refrigerator,1031
wetsuit,1025
balcony,1003
carpet,1002
tree trunk,1002
skirt,984
suitcase,973
palm tree,973
fire hydrant,970
pocket,965
spectator,961
kitchen,959
jersey,958
dish,954
remote control,954
can,951
shore,945
rug,932
outlet,912
star,905
computer mouse,900
bracelet,897
clothes,874
street sign,871
snowboard,865
net,845
stair,831
scarf,830
gate,829
graffiti,827
purse,825
luggage,824
beard,820
log,814
necklace,812
sandwich,805
wristband,791
parking lot,789
park,786
blind,781
train tracks,780
statue,766
sun,763
speaker,762
wine,743
doorway,736
sandal,733
path,733
skier,725
teeth,724
men,723
monitor,720
crust,718
stove,718
cable,714
weed,712
chimney,708
pen,696
topping,695
jar,691
feather,691
home plate,688
fan,685
tent,678
cart,671
catcher,664
trash,658
outfit,657
painting,654
forest,653
bathtub,650
eye glasses,645
decoration,636
countertop,635
oven,634
earring,633
pine tree,629
lettuce,629
city,624
walkway,623
sheet,622
olive,615
dock,611
pan,610
cockpit,605
bun,604
poster,599
light switch,589
hot dog,588
frosting,586
bucket,581
controller,573
lip,573
pepperoni,572
crowd,568
thumb,568
propeller,565
symbol,562
liquid,561
tablecloth,554
store,553
mushroom,546
runway,539
train car,538
potato,536
teddy bear,531
baby,530
microwave,529
headband,528
utensil,525
headboard,515
straw,505
stop sign,505
skin,505
egg,504
display,503
couple,502
ladder,501
sprinkle,492
power lines,489
tennis ball,480
toy,477
burner,476
grill,474
umpire,474
brush,472
tongue,465
game,463
smoke,460
canopy,460
grape,457
magnet,455
river,449
taxi,448
chicken,445
drain,443
mask,437
american flag,434
mug,433
strawberry,431
batter,428
wine glass,423
suv,423
tank top,420
scissors,419
barrier,419
planter,415
drink,408
cross,408
duck,408
baseball,406
mat,403
telephone pole,403
crosswalk,401
toilet paper,394
hay,394
twig,392
tape,391
hillside,390
surfer,389
station,387
passenger,386
mustache,384
pond,381
heart,376
sofa,372
balloon,369
crate,365
toothbrush,361
pitcher,357
rose,352
spice,351
baseball bat,350
moss,349
apron,343
airport,342
light bulb,342
lemon,340
cupcake,339
magazine,337
light fixture,335
bookshelf,334
fence post,325
hose,321
power line,320
icing,319
fireplace,319
nightstand,318
hook,317
antenna,317
beer,317
comforter,315
lake,313
fry,309
coffee table,307
sweatshirt,306
shower,306
jet,305
water bottle,303
entrance,302
driver,301
soap,299
sail,298
buoy,295
hedge,294
salad,293
cupboard,290
paddle,289
mound,287
tree branch,286
drawing,282
pine trees,281
bell,278
seed,277
cucumber,276
goat,275
palm trees,272
parking meter,272
rice,272
sausage,271
tissue,270
ketchup,270
puddle,269
dispenser,268
dome,265
pedestrian,264
pastry,264
lawn,263
blouse,262
ice,261
living room,260
card,259
menu,258
deck,258
restaurant,258
candy,258
bacon,257
saucer,256
roll,255
lock,255
machine,253
yard,252
trailer,250
zoo,247
toilet seat,244
spinach,244
nut,243
crane,243
coffee,242
bubble,242
juice,240
bedroom,239
marker,239
mud,238
berry,237
intersection,236
cooler,235
stuffed animal,235
mouse pad,235
crumb,234
wool,234
cabinet door,233
dugout,231
mustard,227
pigeon,227
newspaper,227
skateboarder,225
wii controller,224
lamp shade,223
computer monitor,221
dresser,219
wine bottle,219
traffic sign,219
clock tower,218
cutting board,217
placemat,217
stroller,214
chocolate,213
staircase,213
headphone,212
ski lift,210
fish,210
coffee cup,208
dishwasher,207
scooter,206
waist,204
character,204
silverware,203
bleacher,202
figurine,202
figure,200
shop,197
steering wheel,196
pillar,195
bean,194
microphone,194
lamb,193
flower pot,193
sailboat,193
snowsuit,192
porch,192
bus stop,192
artwork,190
tree branches,190
train station,189
cage,188
dessert,188
locomotive,186
carriage,184
vine,183
cream,181
bedspread,180
drape,180
island,178
traffic lights,177
barn,175
ham,175
ship,175
pumpkin,175
skyscraper,174
ornament,174
wristwatch,171
pea,171
doll,169
seagull,168
corn,168
bandana,167
policeman,167
urinal,167
heel,164
street lights,164
kettle,164
device,162
basil,162
tool,162
cd,161
skate park,160
snowboarder,160
toilet bowl,160
blender,160
sculpture,160
soda,159
cabin,158
pineapple,158
stuffed bear,158
cookie,158
cherry,156
blueberry,155
church,155
knee pad,154
sea,153
package,152
air conditioner,152
garage,152
beverage,152
pasture,151
swimsuit,151
spatula,150
handbag,150
bookcase,149
bull,149
soup,148
coffee maker,148
family,147
herb,146
canoe,146
patio,146
picture frame,145
chandelier,145
canister,144
wallpaper,144
milk,142
stump,142
soccer ball,141
cigarette,140
foil,140
tunnel,140
toaster,140
butter,140
flip flops,139
cliff,139
pencil,139
coffee mug,139
swimming pool,139
seaweed,138
noodle,138
bikini,138
life jacket,137
stadium,136
tomato sauce,135
railroad,135
rain,134
sugar,133
pear,133
biker,132
notebook,132
garden,129
audience,129
bouquet,129
highway,128
steam,128
guitar,127
end table,127
meal,126
picnic table,125
wii,125
flip flop,125
salt shaker,125
platter,125
shoe lace,125
pasta,124
ceiling light,124
aircraft,123
shower curtain,122
paper towels,122
chopstick,121
snow pants,121
peach,121
ottoman,120
hour hand,120
radiator,118
watermelon,118
mattress,117
cabbage,117
roadway,115
market,114
folding chair,113
map,112
calf,112
bead,112
knee pads,112
mailbox,110
costume,109
cowboy hat,109
manhole cover,108
officer,106
office,105
tree leaves,105
pilot,105
worker,105
minute hand,105
candle holder,104
printer,104
shelter,104
herd,103
pizza slice,103
cauliflower,103
squash,103
celery,102
robe,101
jeep,101
match,101
butterfly,101
face mask,101
fountain,101
lighthouse,101
polo shirt,100
toilet tank,100
door frame,100
crown,100
produce,100
shrimp,98
sign post,98
hallway,97
town,97
undershirt,97
wildflower,97
name tag,97
powdered sugar,97
soap dispenser,96
garage door,96
appliance,96
roadside,96
side table,95
garland,95
blazer,95
binder,95
harbor,95
pepper shaker,95
briefcase,95
legging,95
avocado,94
dough,94
bagel,94
muffin,93
dress shirt,92
toilet lid,91
smoke stack,91
soap dish,90
beer bottle,90
toast,90
mannequin,89
salt,89
wagon,89
paper towel,88
ice cream,88
vas,88
pancake,88
satellite dish,88
toothpaste,88
athletic shoe,88
game controller,87
fog,86
elbow pad,85
fire extinguisher,85
apple logo,85
mozzarella,85
team,85
garnish,84
cooky,84
stage,84
tongs,83
lime,83
safety jacket,83
glaze,83
floor lamp,83
feeder,82
window frame,82
dvd,81
clock hand,81
shield,81
shopping bag,81
beach chair,81
fire,80
boulder,80
photographer,79
oil,79
wallet,79
sack,79
oven door,79
cyclist,79
minivan,79
moon,78
closet,78
radio,78
cactus,77
toiletry,77
heater,75
parking sign,75
lipstick,75
coke,74
goal,74
goose,73
entertainment center,73
banana bunch,73
soda can,73
hotel,73
cereal,72
powder,72
swan,72
mother,72
charger,72
pie,72
ipod,71
flamingo,71
skater,71
butter knife,71
packet,71
parsley,70
blossom,70
cane,70
gravy,70
dumpster,69
coffee pot,69
deer,69
scaffolding,68
beef,68
flour,68
sponge,67
monkey,67
alarm clock,67
kiwi,66
castle,66
tv stand,65
asparagus,65
melon,64
tea,64
terminal,64
tangerine,64
video game,64
dvd player,64
jockey,64
trash bag,64
polar bear,63
piano,63
burger,63
lion,63
gun,63
tea kettle,62
armchair,62
apartment building,62
pump,61
rooftop,61
home,61
cracker,61
life preserver,61
wine glasses,60
chef,60
control panel,60
syrup,60
light bulbs,60
price tag,60
whipped cream,59
tablet,59
soldier,59
sunflower,59
dressing,59
garlic,58
water glass,58
stuffed animals,58
dryer,58
tissue box,58
toilet brush,58
antelope,58
jumpsuit,57
broom,57
fire truck,57
turbine,57
pickle,57
snack,56
envelope,56
tourist,56
raspberry,56
sunglass,55
tractor,55
console,54
gas station,54
keypad,54
cloth,54
dinner,53
cabinet doors,53
wine bottles,53
mixer,53
zucchini,53
kitten,52
mango,52
raisin,52
dip,52
pajama,51
apartment,51
breakfast,51
blood,51
coach,51
plain,50
biscuit,50
drum,50
brownie,50
notepad,50
lunch,50
shower door,49
croissant,49
dinosaur,48
student,48
steak,48
pillowcase,48
ladle,48
parachute,48
hot dogs,47
dining table,47
sea foam,47
table lamp,46
daisy,46
bone,46
comb,45
office chair,45
meadow,45
bus driver,45
hamburger,45
farm,45
baseball players,45
cooker,44
coconut,44
baseball mitt,44
battery,44
toddler,43
bandage,43
soda bottle,43
bar stool,43
gas stove,43
customer,43
touchpad,43
courtyard,43
luggage cart,42
tea pot,42
athlete,42
desert,42
cowboy,42
dragon,42
pizza crust,42
flame,41
hilltop,41
panda,41
stapler,40
eggplant,40
bottle cap,40
dining room,40
chili,40
desk lamp,40
bedding,39
pouch,39
receipt,39
wheelchair,39
peanut,39
puppy,38
projector,38
teddy bears,38
tattoo,38
ketchup bottle,38
spray bottle,37
owl,37
cooking utensils,37
ostrich,37
tortilla,37
turkey,37
hotel room,37
chalkboard,37
marina,36
sword,36
knife block,36
money,36
raincoat,36
waterfall,36
penguin,35
beach umbrella,35
school bus,35
pizza cutter,35
toaster oven,35
eagle,35
video camera,35
serving tray,35
bath towel,35
cafe,35
kiosk,35
yogurt,34
macaroni,34
banana peel,34
food truck,34
seal,33
soccer player,33
christmas lights,33
electric toothbrush,33
employee,33
coin,33
almond,33
gentleman,33
rib,32
shampoo,32
beet,32
village,32
bunny,32
christmas light,32
hangar,32
donkey,32
tennis balls,32
shoe laces,32
alcohol,31
skillet,31
jewelry,31
calculator,31
soap bottle,31
honey,31
backyard,30
underwear,30
computer desk,30
fruit stand,30
parrot,30
garment,30
cell phones,30
hair dryer,30
gown,29
aquarium,29
washing machine,29
medicine cabinet,29
cash register,29
waste basket,29
router,29
museum,29
instrument,29
restroom,29
peanut butter,29
earphone,28
video games,28
pizza box,28
mashed potatoes,28
dish soap,28
bug,28
cranberry,28
gift,28
vending machine,28
sushi,27
tiger,27
pig,27
grapefruit,27
walnut,27
gas pump,27
helicopter,27
diaper,26
sconce,26
ambulance,26
snow boots,26
tofu,25
chinese food,25
fishing pole,25
frog,25
storage box,25
classroom,25
football,25
toy car,25
vendor,25
father,24
obstacle,24
hurdle,24
feta cheese,24
alligator,24
hand soap,24
potato chips,24
pomegranate,24
visitor,23
onion ring,23
papaya,23
seat belt,23
dolphin,23
shark,23
bird cage,23
cheese cube,23
shopper,23
mountain peak,22
merchandise,22
engineer,22
plantain,21
shampoo bottle,21
lego,21
stuffed dog,21
water bottles,21
mountain side,21
nest,21
hammer,20
coffee bean,20
pretzel,20
rabbit,20
artichoke,20
omelette,19
coleslaw,19
rubber duck,19
salmon,19
milk carton,19
rhino,19
remote controls,19
grinder,19
wig,19
appetizer,19
sugar packets,19
ice maker,18
waffle,18
oak tree,18
temple,18
mall,18
cathedral,18
bell tower,18
bison,18
spear,18
whisk,18
library,17
cheesecake,17
egg yolk,17
sour cream,17
horse hoof,17
mayonnaise,17
scrub brush,17
olive oil,17
broth,17
elevator,17
guacamole,17
rolling pin,17
parent,17
grater,17
factory,16
liquor,16
toothpick,16
lobster,16
baking sheet,16
marshmallow,16
microwave oven,16
ingredient,16
beer can,16
hippo,16
vacuum,16
cereal box,16
sweet potato,16
chef hat,16
cigar,16
baked goods,16
alien,16
spider,16
hard drive,16
ice cubes,16
egg shell,16
shopping cart,16
plier,16
burrito,15
mixing bowl,15
cooking pot,15
hair clip,15
panda bear,15
eiffel tower,15
cinnamon roll,15
octopus,15
paper container,15
cat food,15
snake,15
mickey mouse,15
salad dressing,15
pizza pan,15
soda cans,14
mustard bottle,14
ramekin,14
camel,14
meatball,14
accessory,14
thermometer,14
onion rings,14
spray can,14
paper dispenser,14
cream cheese,14
kitchen towel,14
paint brush,14
ear buds,14
toolbox,14
piercing,14
squirrel,14
can opener,14
loaf,13
pizza tray,13
pizza slices,13
desktop computer,13
pantry,13
bakery,13
tuna,13
dumpling,13
dish drainer,13
seafood,13
baking pan,13
auditorium,13
parmesan cheese,13
orchid,13
blackberry,12
lily,12
trumpet,12
wii game,12
picnic tables,12
turtle,12
sticky notes,12
daughter,12
pocket watch,12
hospital,12
dream catcher,12
bread box,12
pecan,12
baker,12
peacock,12
dry-erase board,12
ice cube,12
food processor,12
lounge,12
action figure,11
snow shoes,11
hotdog bun,11
bartender,11
champagne,11
cooking utensil,11
gadget,11
rice cooker,11
wedding,11
chess piece,11
stew,11
banana bunches,11
pork,11
monster,11
popcorn,11
milkshake,11
pasta salad,11
palace,11
lemonade,10
cotton candy,10
bomb,10
napkin dispenser,10
crab,10
shaving cream,10
snow flakes,10
rifle,10
coffee cups,10
cake stand,10
fisherman,10
shuttle,10
cheetah,10
picnic,10
swimmer,10
flatbread,10
angry bird,10
pill,9
chickpea,9
sweet potatoes,9
cotton dessert,9
cookie jar,9
gorilla,9
stir fry,9
caramel,9
towel dispenser,9
baked good,9
son,9
pizza oven,9
bee,9
gummy bear,9
farmer,9
cookie dough,9
wolf,9
moose,9
casserole,9
pesto,9
chocolate chips,9
waiter,9
utensil holder,9
cinnamon,9
beer cans,8
coffee beans,8
poodle,8
office supplies,8
shopping center,8
theater,8
soft drink,8
egg roll,8
hand dryer,8
orchard,8
potato salad,8
chicken breast,8
robot,8
lobby,8
bar stools,8
life jackets,8
gym,8
riding boots,8
roast beef,8
grocery,8
bird house,8
hairbrush,8
cake pan,8
cemetery,8
elmo,8
lizard,8
baseball bats,8
cheeseburger,8
pizza pie,7
food container,7
cookbook,7
dog food,7
cafeteria,7
school,7
taco,7
anchovy,7
mint,7
attic,7
waitress,7
buffet,7
armor,7
whale,7
granola,7
pub,7
egg white,7
soap dispensers,7
coral,6
beetle,6
french toast,6
smoothie,6
oatmeal,6
hummus,6
pizza boxes,6
vinegar,6
pita,6
swamp,6
sugar packet,6
kimono,6
weapon,6
vanilla,6
snow shoe,6
oreo,6
amusement park,6
fudge,6
ginger,6
coffee shop,6
wii controllers,5
leopard,5
egg carton,5
performer,5
nutella,5
wardrobe,5
lab coat,5
ice-cream cone,5
salon,5
pistachio,5
cappuccino,5
dragonfly,5
wok,5
mexican food,5
juice box,5
gourd,5
boar,4
supermarket,4
guest,4
stuffed bears,4
pudding,4
entree,4
xbox controller,4
lunch box,4
kangaroo,4
hibiscus,4
pizza shop,4
beer mug,3
snail,3
snoopy,2
serving dish,2
soccer balls,2
ravioli,2
bread loaf,2
vitamin,2
cooking oil,2
citrus,1
food trucks,1
lavender,1
nightstands,1
sporting equipment,1
pikachu,1
mouse,1
dvd players,1
fire trucks,1
panda bears,1
