concept1,concept2,yes,no
vertebrate,animal,-8.7738037109375e-05,-10.87508773803711
vertebrate,vertebrate,-0.001529693603515625,-6.876529693603516
vertebrate,invertebrate,-10.062572479248047,-7.2479248046875e-05
vertebrate,mammal,-10.562545776367188,-4.57763671875e-05
vertebrate,bird,-10.000070571899414,-7.05718994140625e-05
vertebrate,reptile,-10.250057220458984,-5.7220458984375e-05
vertebrate,amphibian,-10.125062942504883,-6.29425048828125e-05
vertebrate,fish,-9.625089645385742,-8.96453857421875e-05
vertebrate,arthropod,-10.625045776367188,-4.57763671875e-05
vertebrate,insect,-10.625045776367188,-4.57763671875e-05
vertebrate,bird of prey,-10.562557220458984,-5.7220458984375e-05
vertebrate,aquatic bird,-9.312643051147461,-0.0001430511474609375
vertebrate,canine,-10.12506103515625,-6.103515625e-05
vertebrate,feline,-10.125057220458984,-5.7220458984375e-05
vertebrate,primate,-9.937570571899414,-7.05718994140625e-05
vertebrate,aquatic mammal,-8.875202178955078,-0.000202178955078125
vertebrate,rodent,-10.250053405761719,-5.340576171875e-05
vertebrate,bat,-9.562599182128906,-9.918212890625e-05
vertebrate,bear,-9.937570571899414,-7.05718994140625e-05
vertebrate,cat,-9.750082015991211,-8.20159912109375e-05
vertebrate,cheetah,-9.937570571899414,-7.05718994140625e-05
vertebrate,leopard,-9.62509536743164,-9.5367431640625e-05
vertebrate,lion,-9.687585830688477,-8.58306884765625e-05
vertebrate,panther,-9.500110626220703,-0.000110626220703125
vertebrate,tiger,-9.500102996826172,-0.000102996826171875
vertebrate,dog,-9.812578201293945,-7.82012939453125e-05
vertebrate,fox,-9.937572479248047,-7.2479248046875e-05
vertebrate,hyena,-9.62509536743164,-9.5367431640625e-05
vertebrate,wolf,-9.750085830688477,-8.58306884765625e-05
vertebrate,raccoon,-9.625091552734375,-9.1552734375e-05
vertebrate,skunk,-9.750085830688477,-8.58306884765625e-05
vertebrate,otter,-9.500102996826172,-0.000102996826171875
vertebrate,beaver,-9.625093460083008,-9.34600830078125e-05
vertebrate,chipmunk,-9.875072479248047,-7.2479248046875e-05
vertebrate,squirrel,-9.87507438659668,-7.43865966796875e-05
vertebrate,gerbil,-9.687585830688477,-8.58306884765625e-05
vertebrate,guinea_pig,-9.68758773803711,-8.7738037109375e-05
vertebrate,hamster,-9.875068664550781,-6.866455078125e-05
vertebrate,mouse,-9.62508773803711,-8.7738037109375e-05
vertebrate,porcupine,-9.625099182128906,-9.918212890625e-05
vertebrate,rat,-9.937572479248047,-7.2479248046875e-05
vertebrate,buffalo,-9.68758773803711,-8.7738037109375e-05
vertebrate,cow,-9.937570571899414,-7.05718994140625e-05
vertebrate,ox,-9.625093460083008,-9.34600830078125e-05
vertebrate,goat,-9.625093460083008,-9.34600830078125e-05
vertebrate,sheep,-9.812576293945312,-7.62939453125e-05
vertebrate,deer,-9.875076293945312,-7.62939453125e-05
vertebrate,moose,-9.500104904174805,-0.0001049041748046875
vertebrate,giraffe,-9.62509536743164,-9.5367431640625e-05
vertebrate,camel,-9.500102996826172,-0.000102996826171875
vertebrate,hippo,-9.25013542175293,-0.0001354217529296875
vertebrate,llama,-9.625089645385742,-8.96453857421875e-05
vertebrate,pig,-9.562599182128906,-9.918212890625e-05
vertebrate,donkey,-9.875078201293945,-7.82012939453125e-05
vertebrate,horse,-9.875076293945312,-7.62939453125e-05
vertebrate,pony,-9.562593460083008,-9.34600830078125e-05
vertebrate,zebra,-9.625093460083008,-9.34600830078125e-05
vertebrate,rhino,-9.687591552734375,-9.1552734375e-05
vertebrate,gorilla,-9.750082015991211,-8.20159912109375e-05
vertebrate,monkey,-10.000068664550781,-6.866455078125e-05
vertebrate,hedgehog,-9.62509536743164,-9.5367431640625e-05
vertebrate,rabbit,-9.562597274780273,-9.72747802734375e-05
vertebrate,seal,-9.625097274780273,-9.72747802734375e-05
vertebrate,walrus,-9.375118255615234,-0.000118255615234375
vertebrate,dolphin,-9.562597274780273,-9.72747802734375e-05
vertebrate,whale,-9.562601089477539,-0.0001010894775390625
vertebrate,elephant,-9.750080108642578,-8.0108642578125e-05
vertebrate,kangaroo,-9.625093460083008,-9.34600830078125e-05
vertebrate,platypus,-9.625101089477539,-0.0001010894775390625
vertebrate,crocodile,-9.875076293945312,-7.62939453125e-05
vertebrate,alligator,-10.125062942504883,-6.29425048828125e-05
vertebrate,lizard,-10.375049591064453,-4.9591064453125e-05
vertebrate,iguana,-10.000068664550781,-6.866455078125e-05
vertebrate,rattlesnake,-10.25006103515625,-6.103515625e-05
vertebrate,tortoise,-9.625093460083008,-9.34600830078125e-05
vertebrate,turtle,-9.750085830688477,-8.58306884765625e-05
vertebrate,frog,-10.18756103515625,-6.103515625e-05
vertebrate,toad,-9.93757438659668,-7.43865966796875e-05
vertebrate,budgie,-9.625091552734375,-9.1552734375e-05
vertebrate,parakeet,-9.875080108642578,-8.0108642578125e-05
vertebrate,buzzard,-10.000070571899414,-7.05718994140625e-05
vertebrate,falcon,-10.062566757202148,-6.67572021484375e-05
vertebrate,hawk,-9.875080108642578,-8.0108642578125e-05
vertebrate,eagle,-9.937572479248047,-7.2479248046875e-05
vertebrate,owl,-9.750082015991211,-8.20159912109375e-05
vertebrate,canary,-9.562599182128906,-9.918212890625e-05
vertebrate,magpie,-9.62509536743164,-9.5367431640625e-05
vertebrate,raven,-9.62509536743164,-9.5367431640625e-05
vertebrate,nightingale,-9.312620162963867,-0.0001201629638671875
vertebrate,robin,-9.562599182128906,-9.918212890625e-05
vertebrate,starling,-9.50010871887207,-0.0001087188720703125
vertebrate,sparrow,-9.812583923339844,-8.392333984375e-05
vertebrate,wren,-9.625093460083008,-9.34600830078125e-05
vertebrate,chicken,-10.000066757202148,-6.67572021484375e-05
vertebrate,cockerel,-9.375118255615234,-0.000118255615234375
vertebrate,turkey,-9.375110626220703,-0.000110626220703125
vertebrate,dove,-9.625093460083008,-9.34600830078125e-05
vertebrate,pigeon,-9.87507438659668,-7.43865966796875e-05
vertebrate,partridge,-9.562601089477539,-0.0001010894775390625
vertebrate,peacock,-9.312623977661133,-0.0001239776611328125
vertebrate,crane,-9.250131607055664,-0.0001316070556640625
vertebrate,flamingo,-9.375110626220703,-0.000110626220703125
vertebrate,heron,-9.687593460083008,-9.34600830078125e-05
vertebrate,duck,-9.68758773803711,-8.7738037109375e-05
vertebrate,goose,-9.437606811523438,-0.0001068115234375
vertebrate,pelican,-9.68758773803711,-8.7738037109375e-05
vertebrate,penguin,-9.43760871887207,-0.0001087188720703125
vertebrate,seagull,-9.750082015991211,-8.20159912109375e-05
vertebrate,swan,-9.62509536743164,-9.5367431640625e-05
vertebrate,hummingbird,-9.562599182128906,-9.918212890625e-05
vertebrate,kingfisher,-9.62509536743164,-9.5367431640625e-05
vertebrate,woodpecker,-9.62509536743164,-9.5367431640625e-05
vertebrate,emu,-9.687591552734375,-9.1552734375e-05
vertebrate,ostrich,-10.000070571899414,-7.05718994140625e-05
vertebrate,carp,-9.875076293945312,-7.62939453125e-05
vertebrate,goldfish,-9.625091552734375,-9.1552734375e-05
vertebrate,minnow,-9.875076293945312,-7.62939453125e-05
vertebrate,cod,-9.187639236450195,-0.0001392364501953125
vertebrate,herring,-9.3126220703125,-0.0001220703125
vertebrate,sardine,-9.68758773803711,-8.7738037109375e-05
vertebrate,salmon,-9.750082015991211,-8.20159912109375e-05
vertebrate,trout,-9.87507438659668,-7.43865966796875e-05
vertebrate,eel,-10.000068664550781,-6.866455078125e-05
vertebrate,flounder,-9.750083923339844,-8.392333984375e-05
vertebrate,mackerel,-9.625093460083008,-9.34600830078125e-05
vertebrate,tuna,-9.68758773803711,-8.7738037109375e-05
vertebrate,seahorse,-9.625099182128906,-9.918212890625e-05
vertebrate,shark,-9.750085830688477,-8.58306884765625e-05
vertebrate,bee,-9.937570571899414,-7.05718994140625e-05
vertebrate,hornet,-10.000070571899414,-7.05718994140625e-05
vertebrate,wasp,-10.000070571899414,-7.05718994140625e-05
vertebrate,ant,-9.937572479248047,-7.2479248046875e-05
vertebrate,beetle,-10.375051498413086,-5.14984130859375e-05
vertebrate,ladybird,-9.625093460083008,-9.34600830078125e-05
vertebrate,butterfly,-10.000070571899414,-7.05718994140625e-05
vertebrate,moth,-9.937572479248047,-7.2479248046875e-05
vertebrate,cockroach,-9.750083923339844,-8.392333984375e-05
vertebrate,cricket,-9.937570571899414,-7.05718994140625e-05
vertebrate,grasshopper,-10.125059127807617,-5.91278076171875e-05
vertebrate,locust,-9.937572479248047,-7.2479248046875e-05
vertebrate,dragonfly,-10.000068664550781,-6.866455078125e-05
vertebrate,flea,-10.12506103515625,-6.103515625e-05
vertebrate,housefly,-9.937572479248047,-7.2479248046875e-05
vertebrate,mosquito,-9.812582015991211,-8.20159912109375e-05
vertebrate,stick_insect,-9.68758773803711,-8.7738037109375e-05
vertebrate,termite,-9.937570571899414,-7.05718994140625e-05
vertebrate,centipede,-10.18756103515625,-6.103515625e-05
vertebrate,millipede,-10.000068664550781,-6.866455078125e-05
vertebrate,scorpion,-10.000070571899414,-7.05718994140625e-05
vertebrate,spider,-10.062566757202148,-6.67572021484375e-05
vertebrate,tarantula,-9.875076293945312,-7.62939453125e-05
vertebrate,crab,-9.87507438659668,-7.43865966796875e-05
vertebrate,crayfish,-9.93757438659668,-7.43865966796875e-05
vertebrate,lobster,-9.312616348266602,-0.0001163482666015625
vertebrate,prawn,-9.687583923339844,-8.392333984375e-05
vertebrate,shrimp,-9.687585830688477,-8.58306884765625e-05
vertebrate,slug,-9.750082015991211,-8.20159912109375e-05
vertebrate,snail,-9.937570571899414,-7.05718994140625e-05
vertebrate,clam,-9.687589645385742,-8.96453857421875e-05
vertebrate,mussel,-9.625091552734375,-9.1552734375e-05
vertebrate,scallop,-9.750083923339844,-8.392333984375e-05
vertebrate,oyster,-9.437604904174805,-0.0001049041748046875
vertebrate,squid,-10.000066757202148,-6.67572021484375e-05
vertebrate,octopus,-9.750082015991211,-8.20159912109375e-05
vertebrate,worm,-9.875072479248047,-7.2479248046875e-05
vertebrate,jellyfish,-9.937572479248047,-7.2479248046875e-05
invertebrate,animal,-0.0001049041748046875,-10.250104904174805
invertebrate,vertebrate,-10.625043869018555,-4.38690185546875e-05
invertebrate,invertebrate,-0.024785995483398438,-3.7747859954833984
invertebrate,mammal,-11.06253433227539,-3.4332275390625e-05
invertebrate,bird,-10.562545776367188,-4.57763671875e-05
invertebrate,reptile,-11.125032424926758,-3.24249267578125e-05
invertebrate,amphibian,-10.875041961669922,-4.1961669921875e-05
invertebrate,fish,-11.125030517578125,-3.0517578125e-05
invertebrate,arthropod,-11.062541961669922,-4.1961669921875e-05
invertebrate,insect,-11.187538146972656,-3.814697265625e-05
invertebrate,bird of prey,-10.687551498413086,-5.14984130859375e-05
invertebrate,aquatic bird,-10.562553405761719,-5.340576171875e-05
invertebrate,canine,-10.250059127807617,-5.91278076171875e-05
invertebrate,feline,-10.250057220458984,-5.7220458984375e-05
invertebrate,primate,-10.56254768371582,-4.76837158203125e-05
invertebrate,aquatic mammal,-10.750045776367188,-4.57763671875e-05
invertebrate,rodent,-10.625045776367188,-4.57763671875e-05
invertebrate,bat,-9.875082015991211,-8.20159912109375e-05
invertebrate,bear,-10.125064849853516,-6.4849853515625e-05
invertebrate,cat,-10.187559127807617,-5.91278076171875e-05
invertebrate,cheetah,-10.125066757202148,-6.67572021484375e-05
invertebrate,leopard,-9.875080108642578,-8.0108642578125e-05
invertebrate,lion,-10.125062942504883,-6.29425048828125e-05
invertebrate,panther,-9.875085830688477,-8.58306884765625e-05
invertebrate,tiger,-9.812585830688477,-8.58306884765625e-05
invertebrate,dog,-10.250057220458984,-5.7220458984375e-05
invertebrate,fox,-10.125066757202148,-6.67572021484375e-05
invertebrate,hyena,-10.062572479248047,-7.2479248046875e-05
invertebrate,wolf,-10.000072479248047,-7.2479248046875e-05
invertebrate,raccoon,-9.937582015991211,-8.20159912109375e-05
invertebrate,skunk,-10.000076293945312,-7.62939453125e-05
invertebrate,otter,-9.937576293945312,-7.62939453125e-05
invertebrate,beaver,-9.937576293945312,-7.62939453125e-05
invertebrate,chipmunk,-10.125064849853516,-6.4849853515625e-05
invertebrate,squirrel,-10.25006103515625,-6.103515625e-05
invertebrate,gerbil,-10.000072479248047,-7.2479248046875e-05
invertebrate,guinea_pig,-9.937576293945312,-7.62939453125e-05
invertebrate,hamster,-10.12506103515625,-6.103515625e-05
invertebrate,mouse,-10.12506103515625,-6.103515625e-05
invertebrate,porcupine,-9.875085830688477,-8.58306884765625e-05
invertebrate,rat,-10.375055313110352,-5.53131103515625e-05
invertebrate,buffalo,-9.875082015991211,-8.20159912109375e-05
invertebrate,cow,-10.187562942504883,-6.29425048828125e-05
invertebrate,ox,-9.625101089477539,-0.0001010894775390625
invertebrate,goat,-10.000072479248047,-7.2479248046875e-05
invertebrate,sheep,-10.062566757202148,-6.67572021484375e-05
invertebrate,deer,-10.00007438659668,-7.43865966796875e-05
invertebrate,moose,-9.937576293945312,-7.62939453125e-05
invertebrate,giraffe,-9.937576293945312,-7.62939453125e-05
invertebrate,camel,-9.812582015991211,-8.20159912109375e-05
invertebrate,hippo,-9.625099182128906,-9.918212890625e-05
invertebrate,llama,-9.875078201293945,-7.82012939453125e-05
invertebrate,pig,-10.062570571899414,-7.05718994140625e-05
invertebrate,donkey,-10.062570571899414,-7.05718994140625e-05
invertebrate,horse,-10.062568664550781,-6.866455078125e-05
invertebrate,pony,-9.87507438659668,-7.43865966796875e-05
invertebrate,zebra,-9.937576293945312,-7.62939453125e-05
invertebrate,rhino,-9.937580108642578,-8.0108642578125e-05
invertebrate,gorilla,-9.875080108642578,-8.0108642578125e-05
invertebrate,monkey,-10.312557220458984,-5.7220458984375e-05
invertebrate,hedgehog,-9.937580108642578,-8.0108642578125e-05
invertebrate,rabbit,-10.062566757202148,-6.67572021484375e-05
invertebrate,seal,-9.937576293945312,-7.62939453125e-05
invertebrate,walrus,-9.500118255615234,-0.000118255615234375
invertebrate,dolphin,-10.000072479248047,-7.2479248046875e-05
invertebrate,whale,-10.187562942504883,-6.29425048828125e-05
invertebrate,elephant,-10.000070571899414,-7.05718994140625e-05
invertebrate,kangaroo,-9.937576293945312,-7.62939453125e-05
invertebrate,platypus,-10.000080108642578,-8.0108642578125e-05
invertebrate,crocodile,-10.312557220458984,-5.7220458984375e-05
invertebrate,alligator,-10.25006103515625,-6.103515625e-05
invertebrate,lizard,-10.812540054321289,-4.00543212890625e-05
invertebrate,iguana,-10.25006103515625,-6.103515625e-05
invertebrate,rattlesnake,-10.250062942504883,-6.29425048828125e-05
invertebrate,tortoise,-10.125064849853516,-6.4849853515625e-05
invertebrate,turtle,-10.125066757202148,-6.67572021484375e-05
invertebrate,frog,-10.500049591064453,-4.9591064453125e-05
invertebrate,toad,-10.375053405761719,-5.340576171875e-05
invertebrate,budgie,-9.62509536743164,-9.5367431640625e-05
invertebrate,parakeet,-10.125072479248047,-7.2479248046875e-05
invertebrate,buzzard,-10.187568664550781,-6.866455078125e-05
invertebrate,falcon,-10.00007438659668,-7.43865966796875e-05
invertebrate,hawk,-10.125068664550781,-6.866455078125e-05
invertebrate,eagle,-10.125066757202148,-6.67572021484375e-05
invertebrate,owl,-9.812583923339844,-8.392333984375e-05
invertebrate,canary,-9.68759536743164,-9.5367431640625e-05
invertebrate,magpie,-10.062568664550781,-6.866455078125e-05
invertebrate,raven,-9.875085830688477,-8.58306884765625e-05
invertebrate,nightingale,-9.562599182128906,-9.918212890625e-05
invertebrate,robin,-9.750089645385742,-8.96453857421875e-05
invertebrate,starling,-9.875083923339844,-8.392333984375e-05
invertebrate,sparrow,-10.125068664550781,-6.866455078125e-05
invertebrate,wren,-10.000072479248047,-7.2479248046875e-05
invertebrate,chicken,-10.18756103515625,-6.103515625e-05
invertebrate,cockerel,-9.81258773803711,-8.7738037109375e-05
invertebrate,turkey,-9.750083923339844,-8.392333984375e-05
invertebrate,dove,-9.875082015991211,-8.20159912109375e-05
invertebrate,pigeon,-10.062568664550781,-6.866455078125e-05
invertebrate,partridge,-9.812585830688477,-8.58306884765625e-05
invertebrate,peacock,-9.437618255615234,-0.000118255615234375
invertebrate,crane,-9.687593460083008,-9.34600830078125e-05
invertebrate,flamingo,-9.312623977661133,-0.0001239776611328125
invertebrate,heron,-9.875085830688477,-8.58306884765625e-05
invertebrate,duck,-10.062568664550781,-6.866455078125e-05
invertebrate,goose,-9.93757438659668,-7.43865966796875e-05
invertebrate,pelican,-9.875082015991211,-8.20159912109375e-05
invertebrate,penguin,-9.93757438659668,-7.43865966796875e-05
invertebrate,seagull,-10.125064849853516,-6.4849853515625e-05
invertebrate,swan,-9.812585830688477,-8.58306884765625e-05
invertebrate,hummingbird,-9.750089645385742,-8.96453857421875e-05
invertebrate,kingfisher,-9.812589645385742,-8.96453857421875e-05
invertebrate,woodpecker,-9.875080108642578,-8.0108642578125e-05
invertebrate,emu,-9.875085830688477,-8.58306884765625e-05
invertebrate,ostrich,-10.125062942504883,-6.29425048828125e-05
invertebrate,carp,-10.250059127807617,-5.91278076171875e-05
invertebrate,goldfish,-10.000072479248047,-7.2479248046875e-05
invertebrate,minnow,-10.375057220458984,-5.7220458984375e-05
invertebrate,cod,-9.75008773803711,-8.7738037109375e-05
invertebrate,herring,-9.937576293945312,-7.62939453125e-05
invertebrate,sardine,-10.000072479248047,-7.2479248046875e-05
invertebrate,salmon,-9.93757438659668,-7.43865966796875e-05
invertebrate,trout,-10.12506103515625,-6.103515625e-05
invertebrate,eel,-10.56254768371582,-4.76837158203125e-05
invertebrate,flounder,-10.125070571899414,-7.05718994140625e-05
invertebrate,mackerel,-10.000072479248047,-7.2479248046875e-05
invertebrate,tuna,-10.000070571899414,-7.05718994140625e-05
invertebrate,seahorse,-9.875093460083008,-9.34600830078125e-05
invertebrate,shark,-10.125066757202148,-6.67572021484375e-05
invertebrate,bee,-10.312559127807617,-5.91278076171875e-05
invertebrate,hornet,-10.437557220458984,-5.7220458984375e-05
invertebrate,wasp,-10.937541961669922,-4.1961669921875e-05
invertebrate,ant,-10.125070571899414,-7.05718994140625e-05
invertebrate,beetle,-11.125036239624023,-3.62396240234375e-05
invertebrate,ladybird,-10.125070571899414,-7.05718994140625e-05
invertebrate,butterfly,-10.187566757202148,-6.67572021484375e-05
invertebrate,moth,-10.437559127807617,-5.91278076171875e-05
invertebrate,cockroach,-10.500055313110352,-5.53131103515625e-05
invertebrate,cricket,-10.312562942504883,-6.29425048828125e-05
invertebrate,grasshopper,-10.62504768371582,-4.76837158203125e-05
invertebrate,locust,-10.000082015991211,-8.20159912109375e-05
invertebrate,dragonfly,-10.375059127807617,-5.91278076171875e-05
invertebrate,flea,-10.625051498413086,-5.14984130859375e-05
invertebrate,housefly,-10.125072479248047,-7.2479248046875e-05
invertebrate,mosquito,-9.93758773803711,-8.7738037109375e-05
invertebrate,stick_insect,-10.562553405761719,-5.340576171875e-05
invertebrate,termite,-10.312562942504883,-6.29425048828125e-05
invertebrate,centipede,-10.81254768371582,-4.76837158203125e-05
invertebrate,millipede,-10.437557220458984,-5.7220458984375e-05
invertebrate,scorpion,-10.562553405761719,-5.340576171875e-05
invertebrate,spider,-10.562551498413086,-5.14984130859375e-05
invertebrate,tarantula,-10.000082015991211,-8.20159912109375e-05
invertebrate,crab,-10.37506103515625,-6.103515625e-05
invertebrate,crayfish,-9.937589645385742,-8.96453857421875e-05
invertebrate,lobster,-9.500114440917969,-0.00011444091796875
invertebrate,prawn,-10.00007438659668,-7.43865966796875e-05
invertebrate,shrimp,-10.250064849853516,-6.4849853515625e-05
invertebrate,slug,-10.437555313110352,-5.53131103515625e-05
invertebrate,snail,-10.625049591064453,-4.9591064453125e-05
invertebrate,clam,-10.375059127807617,-5.91278076171875e-05
invertebrate,mussel,-10.37506103515625,-6.103515625e-05
invertebrate,scallop,-10.187572479248047,-7.2479248046875e-05
invertebrate,oyster,-9.937580108642578,-8.0108642578125e-05
invertebrate,squid,-10.437555313110352,-5.53131103515625e-05
invertebrate,octopus,-9.812593460083008,-9.34600830078125e-05
invertebrate,worm,-10.812540054321289,-4.00543212890625e-05
invertebrate,jellyfish,-10.500055313110352,-5.53131103515625e-05
mammal,animal,-5.340576171875e-05,-11.625053405761719
mammal,vertebrate,-4.76837158203125e-05,-11.81254768371582
mammal,invertebrate,-10.375051498413086,-5.14984130859375e-05
mammal,mammal,-0.0011768341064453125,-7.313676834106445
mammal,bird,-10.312551498413086,-5.14984130859375e-05
mammal,reptile,-10.250053405761719,-5.340576171875e-05
mammal,amphibian,-10.375049591064453,-4.9591064453125e-05
mammal,fish,-10.37504768371582,-4.76837158203125e-05
mammal,arthropod,-10.687543869018555,-4.38690185546875e-05
mammal,insect,-10.687541961669922,-4.1961669921875e-05
mammal,bird of prey,-10.25006103515625,-6.103515625e-05
mammal,aquatic bird,-10.25006103515625,-6.103515625e-05
mammal,canine,-10.125062942504883,-6.29425048828125e-05
mammal,feline,-10.000064849853516,-6.4849853515625e-05
mammal,primate,-9.250125885009766,-0.000125885009765625
mammal,aquatic mammal,-8.313175201416016,-0.000675201416015625
mammal,rodent,-10.12506103515625,-6.103515625e-05
mammal,bat,-9.437616348266602,-0.0001163482666015625
mammal,bear,-9.875078201293945,-7.82012939453125e-05
mammal,cat,-9.937570571899414,-7.05718994140625e-05
mammal,cheetah,-9.93757438659668,-7.43865966796875e-05
mammal,leopard,-9.62509536743164,-9.5367431640625e-05
mammal,lion,-9.750085830688477,-8.58306884765625e-05
mammal,panther,-9.437614440917969,-0.00011444091796875
mammal,tiger,-9.625093460083008,-9.34600830078125e-05
mammal,dog,-10.000066757202148,-6.67572021484375e-05
mammal,fox,-9.812582015991211,-8.20159912109375e-05
mammal,hyena,-9.375120162963867,-0.0001201629638671875
mammal,wolf,-9.625091552734375,-9.1552734375e-05
mammal,raccoon,-9.62509536743164,-9.5367431640625e-05
mammal,skunk,-9.75008773803711,-8.7738037109375e-05
mammal,otter,-9.375116348266602,-0.0001163482666015625
mammal,beaver,-9.562602996826172,-0.000102996826171875
mammal,chipmunk,-10.000068664550781,-6.866455078125e-05
mammal,squirrel,-9.62509536743164,-9.5367431640625e-05
mammal,gerbil,-9.56259536743164,-9.5367431640625e-05
mammal,guinea_pig,-9.687589645385742,-8.96453857421875e-05
mammal,hamster,-9.687585830688477,-8.58306884765625e-05
mammal,mouse,-9.500102996826172,-0.000102996826171875
mammal,porcupine,-9.562606811523438,-0.0001068115234375
mammal,rat,-9.68758773803711,-8.7738037109375e-05
mammal,buffalo,-9.375118255615234,-0.000118255615234375
mammal,cow,-9.875076293945312,-7.62939453125e-05
mammal,ox,-9.312616348266602,-0.0001163482666015625
mammal,goat,-9.500101089477539,-0.0001010894775390625
mammal,sheep,-9.750083923339844,-8.392333984375e-05
mammal,deer,-9.875078201293945,-7.82012939453125e-05
mammal,moose,-9.500106811523438,-0.0001068115234375
mammal,giraffe,-9.687591552734375,-9.1552734375e-05
mammal,camel,-9.500104904174805,-0.0001049041748046875
mammal,hippo,-9.187641143798828,-0.000141143798828125
mammal,llama,-9.437606811523438,-0.0001068115234375
mammal,pig,-9.250129699707031,-0.00012969970703125
mammal,donkey,-9.812585830688477,-8.58306884765625e-05
mammal,horse,-9.812585830688477,-8.58306884765625e-05
mammal,pony,-9.437606811523438,-0.0001068115234375
mammal,zebra,-9.812580108642578,-8.0108642578125e-05
mammal,rhino,-9.625099182128906,-9.918212890625e-05
mammal,gorilla,-9.687585830688477,-8.58306884765625e-05
mammal,monkey,-9.68758773803711,-8.7738037109375e-05
mammal,hedgehog,-9.562602996826172,-0.000102996826171875
mammal,rabbit,-9.812582015991211,-8.20159912109375e-05
mammal,seal,-9.375123977661133,-0.0001239776611328125
mammal,walrus,-9.187641143798828,-0.000141143798828125
mammal,dolphin,-9.375118255615234,-0.000118255615234375
mammal,whale,-9.25013542175293,-0.0001354217529296875
mammal,elephant,-9.687589645385742,-8.96453857421875e-05
mammal,kangaroo,-9.687591552734375,-9.1552734375e-05
mammal,platypus,-9.250139236450195,-0.0001392364501953125
mammal,crocodile,-9.750083923339844,-8.392333984375e-05
mammal,alligator,-10.000068664550781,-6.866455078125e-05
mammal,lizard,-10.37504768371582,-4.76837158203125e-05
mammal,iguana,-9.93757438659668,-7.43865966796875e-05
mammal,rattlesnake,-10.000076293945312,-7.62939453125e-05
mammal,tortoise,-9.87507438659668,-7.43865966796875e-05
mammal,turtle,-9.750082015991211,-8.20159912109375e-05
mammal,frog,-10.12506103515625,-6.103515625e-05
mammal,toad,-10.000068664550781,-6.866455078125e-05
mammal,budgie,-9.625093460083008,-9.34600830078125e-05
mammal,parakeet,-9.937582015991211,-8.20159912109375e-05
mammal,buzzard,-9.937578201293945,-7.82012939453125e-05
mammal,falcon,-9.937578201293945,-7.82012939453125e-05
mammal,hawk,-10.000070571899414,-7.05718994140625e-05
mammal,eagle,-10.000070571899414,-7.05718994140625e-05
mammal,owl,-9.68758773803711,-8.7738037109375e-05
mammal,canary,-9.625089645385742,-8.96453857421875e-05
mammal,magpie,-9.625091552734375,-9.1552734375e-05
mammal,raven,-9.562601089477539,-0.0001010894775390625
mammal,nightingale,-9.187633514404297,-0.000133514404296875
mammal,robin,-9.625091552734375,-9.1552734375e-05
mammal,starling,-9.500106811523438,-0.0001068115234375
mammal,sparrow,-9.812582015991211,-8.20159912109375e-05
mammal,wren,-9.562597274780273,-9.72747802734375e-05
mammal,chicken,-10.062564849853516,-6.4849853515625e-05
mammal,cockerel,-9.562601089477539,-0.0001010894775390625
mammal,turkey,-9.56259536743164,-9.5367431640625e-05
mammal,dove,-9.62509536743164,-9.5367431640625e-05
mammal,pigeon,-9.937570571899414,-7.05718994140625e-05
mammal,partridge,-9.625093460083008,-9.34600830078125e-05
mammal,peacock,-9.562597274780273,-9.72747802734375e-05
mammal,crane,-9.625091552734375,-9.1552734375e-05
mammal,flamingo,-9.500099182128906,-9.918212890625e-05
mammal,heron,-9.937578201293945,-7.82012939453125e-05
mammal,duck,-10.000066757202148,-6.67572021484375e-05
mammal,goose,-9.625091552734375,-9.1552734375e-05
